Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2018-12-04,19:45 (03:45),Premier League,Matchweek 15,Tue,Away,L,1,2,Bournemouth,1.8,0.9,67,9980,Jonathan Hogg,4-2-3-1,Roger East,Match Report,
2018-12-08,15:00 (23:00),Premier League,Matchweek 16,Sat,Away,L,0,1,Arsenal,0.3,1.4,38,59893,Tommy Smith,4-2-3-1,Paul Tierney,Match Report,
2018-12-15,15:00 (23:00),Premier League,Matchweek 17,Sat,Home,L,0,1,Newcastle Utd,0.8,0.6,72,24036,Jonathan Hogg,3-5-1-1,Anthony Taylor,Match Report,
2018-12-22,15:00 (23:00),Premier League,Matchweek 18,Sat,Home,L,1,3,Southampton,0.8,2.5,62,22384,Christopher Schindler,3-4-1-2,Stuart Attwell,Match Report,
2018-12-26,15:00 (23:00),Premier League,Matchweek 19,Wed,Away,L,1,3,Manchester Utd,1.1,1.5,36,74523,Christopher Schindler,4-2-3-1,Jonathan Moss,Match Report,
2018-12-29,15:00 (23:00),Premier League,Matchweek 20,Sat,Away,L,0,1,Fulham,0.4,1.8,56,24423,Jonathan Hogg,3-5-1-1,Kevin Friend,Match Report,
2019-01-02,19:45 (03:45),Premier League,Matchweek 21,Wed,Home,L,1,2,Burnley,0.9,2.4,43,23715,Jonathan Hogg,4-2-3-1,Mike Dean,Match Report,
2019-01-05,17:30 (01:30),FA Cup,Third round,Sat,Away,L,0,1,Bristol City,,,49,12179,Jonathan Hogg,4-2-3-1,Peter Bankes,Match Report,
2019-01-12,15:00 (23:00),Premier League,Matchweek 22,Sat,Away,D,0,0,Cardiff City,0.5,0.1,61,30725,Jonathan Hogg,4-3-2-1,Lee Mason,Match Report,
2019-01-20,13:30 (21:30),Premier League,Matchweek 23,Sun,Home,L,0,3,Manchester City,0.9,2.0,33,24190,Tommy Smith,4-5-1,Andre Marriner,Match Report,
2019-01-29,19:45 (03:45),Premier League,Matchweek 24,Tue,Home,L,0,1,Everton,0.7,1.1,58,23699,Jonathan Hogg,4-3-3,Stuart Attwell,Match Report,
2019-02-02,15:00 (23:00),Premier League,Matchweek 25,Sat,Away,L,0,5,Chelsea,0.3,2.6,35,40626,Tommy Smith,4-3-3,Paul Tierney,Match Report,
2019-02-09,15:00 (23:00),Premier League,Matchweek 26,Sat,Home,L,1,2,Arsenal,1.6,1.4,55,24182,Tommy Smith,4-1-2-1-2◆,Jonathan Moss,Match Report,
2019-02-23,15:00 (23:00),Premier League,Matchweek 27,Sat,Away,L,0,2,Newcastle Utd,0.2,2.8,46,52174,Tommy Smith,4-1-2-1-2◆,Kevin Friend,Match Report,
2019-02-26,19:45 (03:45),Premier League,Matchweek 28,Tue,Home,W,1,0,Wolves,1.6,0.6,50,22714,Christopher Schindler,4-1-2-1-2◆,David Coote,Match Report,
2019-03-02,15:00 (23:00),Premier League,Matchweek 29,Sat,Away,L,0,1,Brighton,0.2,1.2,46,30182,Christopher Schindler,4-1-2-1-2◆,Mike Dean,Match Report,
2019-03-09,15:00 (23:00),Premier League,Matchweek 30,Sat,Home,L,0,2,Bournemouth,0.3,1.9,57,22304,Christopher Schindler,4-2-3-1,Anthony Taylor,Match Report,
2019-03-16,15:00 (23:00),Premier League,Matchweek 31,Sat,Away,L,3,4,West Ham,1.0,1.7,36,59931,Tommy Smith,4-2-3-1,Jonathan Moss,Match Report,
2019-03-30,15:00 (23:00),Premier League,Matchweek 32,Sat,Away,L,0,2,Crystal Palace,1.1,2.7,51,25193,Christopher Schindler,4-2-3-1,Lee Probert,Match Report,
2019-04-06,15:00 (22:00),Premier League,Matchweek 33,Sat,Home,L,1,4,Leicester City,1.7,3.5,45,24126,Christopher Schindler,4-4-1-1,David Coote,Match Report,
2019-04-13,12:30 (19:30),Premier League,Matchweek 34,Sat,Away,L,0,4,Tottenham,0.8,2.5,31,58308,Christopher Schindler,5-4-1,Lee Mason,Match Report,
2019-04-20,15:00 (22:00),Premier League,Matchweek 35,Sat,Home,L,1,2,Watford,1.0,0.9,46,23957,Christopher Schindler,4-4-1-1,Roger East,Match Report,
2019-04-26,20:00 (03:00),Premier League,Matchweek 36,Fri,Away,L,0,5,Liverpool,0.2,3.1,31,53249,Christopher Schindler,4-1-4-1,Kevin Friend,Match Report,
2019-05-05,14:00 (21:00),Premier League,Matchweek 37,Sun,Home,D,1,1,Manchester Utd,1.0,1.8,36,24263,Christopher Schindler,4-3-3,Lee Mason,Match Report,
2019-05-12,15:00 (22:00),Premier League,Matchweek 38,Sun,Away,D,1,1,Southampton,0.7,0.6,47,30367,Christopher Schindler,4-3-3,Lee Probert,Match Report,
