Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2018-12-29,17:30 (01:30),Premier League,Matchweek 20,Sat,Home,W,5,1,Arsenal,3.8,1.0,48,53326,Virgil van Dijk,4-2-3-1,Michael Oliver,Match Report,
2019-01-03,20:00 (04:00),Premier League,Matchweek 21,Thu,Away,L,1,2,Manchester City,1.5,1.1,51,54511,Jordan Henderson,4-3-3,Anthony Taylor,Match Report,
2019-01-07,19:45 (03:45),FA Cup,Third round,Mon,Away,L,1,2,Wolves,,,61,25849,James Milner,4-4-2,Paul Tierney,Match Report,
2019-01-12,15:00 (23:00),Premier League,Matchweek 22,Sat,Away,W,1,0,Brighton,2.0,0.4,70,30682,Jordan Henderson,4-2-3-1,Kevin Friend,Match Report,
2019-01-19,15:00 (23:00),Premier League,Matchweek 23,Sat,Home,W,4,3,Crystal Palace,2.6,0.7,70,53171,Jordan Henderson,4-2-3-1,Jonathan Moss,Match Report,
2019-01-30,20:00 (04:00),Premier League,Matchweek 24,Wed,Home,D,1,1,Leicester City,0.6,1.1,72,53092,Jordan Henderson,4-2-3-1,Martin Atkinson,Match Report,
2019-02-04,20:00 (04:00),Premier League,Matchweek 25,Mon,Away,D,1,1,West Ham,1.1,0.8,73,59903,James Milner,4-3-3,Kevin Friend,Match Report,
2019-02-09,15:00 (23:00),Premier League,Matchweek 26,Sat,Home,W,3,0,Bournemouth,2.0,0.4,65,53178,James Milner,4-3-3,Anthony Taylor,Match Report,
2019-02-19,20:00 (04:00),Champions Lg,Round of 16,Tue,Home,D,0,0,de Bayern Munich,2.1,0.4,49,52250,Jordan Henderson,4-3-3,Gianluca Rocchi,Match Report,Leg 1 of 2
2019-02-24,14:05 (22:05),Premier League,Matchweek 27,Sun,Away,D,0,0,Manchester Utd,0.5,0.3,64,74519,Jordan Henderson,4-3-3,Michael Oliver,Match Report,
2019-02-27,20:00 (04:00),Premier League,Matchweek 28,Wed,Home,W,5,0,Watford,1.9,0.3,62,53316,James Milner,4-3-3,Graham Scott,Match Report,
2019-03-03,16:15 (00:15),Premier League,Matchweek 29,Sun,Away,D,0,0,Everton,1.1,0.3,57,39335,Jordan Henderson,4-3-3,Martin Atkinson,Match Report,
2019-03-10,12:00 (20:00),Premier League,Matchweek 30,Sun,Home,W,4,2,Burnley,4.0,0.4,67,53310,Virgil van Dijk,4-3-3,Andre Marriner,Match Report,
2019-03-13,21:00 (04:00),Champions Lg,Round of 16,Wed,Away,W,3,1,de Bayern Munich,1.1,0.3,42,68145,Jordan Henderson,4-3-3,Daniele Orsato,Match Report,Leg 2 of 2; Liverpool won
2019-03-17,14:15 (22:15),Premier League,Matchweek 31,Sun,Away,W,2,1,Fulham,2.6,1.1,62,25043,Virgil van Dijk,4-3-3,Craig Pawson,Match Report,
2019-03-31,16:30 (23:30),Premier League,Matchweek 32,Sun,Home,W,2,1,Tottenham,1.0,0.7,48,53322,Jordan Henderson,4-3-3,Martin Atkinson,Match Report,
2019-04-05,20:00 (03:00),Premier League,Matchweek 33,Fri,Away,W,3,1,Southampton,1.9,0.9,67,31797,Virgil van Dijk,4-3-3,Paul Tierney,Match Report,
2019-04-09,20:00 (03:00),Champions Lg,Quarter-finals,Tue,Home,W,2,0,pt Porto,2.3,0.8,64,52465,Jordan Henderson,4-3-3,Antonio Matéu Lahoz,Match Report,Leg 1 of 2
2019-04-14,16:30 (23:30),Premier League,Matchweek 34,Sun,Home,W,2,0,Chelsea,1.2,0.7,62,53279,Jordan Henderson,4-3-3,Michael Oliver,Match Report,
2019-04-17,20:00 (03:00),Champions Lg,Quarter-finals,Wed,Away,W,4,1,pt Porto,3.5,1.0,49,49117,James Milner,4-3-3,Danny Makkelie,Match Report,Leg 2 of 2; Liverpool won
2019-04-21,16:00 (23:00),Premier League,Matchweek 35,Sun,Away,W,2,0,Cardiff City,3.0,1.1,75,33082,Jordan Henderson,4-3-3,Martin Atkinson,Match Report,
2019-04-26,20:00 (03:00),Premier League,Matchweek 36,Fri,Home,W,5,0,Huddersfield,3.1,0.2,69,53249,Jordan Henderson,4-3-3,Kevin Friend,Match Report,
2019-05-01,21:00 (03:00),Champions Lg,Semi-finals,Wed,Away,L,0,3,es Barcelona,1.8,2.4,52,98299,James Milner,4-3-3,Björn Kuipers,Match Report,Leg 1 of 2
2019-05-04,19:45 (02:45),Premier League,Matchweek 37,Sat,Away,W,3,2,Newcastle Utd,1.2,1.4,69,52206,Jordan Henderson,4-3-3,Andre Marriner,Match Report,
2019-05-07,20:00 (03:00),Champions Lg,Semi-finals,Tue,Home,W,4,0,es Barcelona,2.3,1.4,42,55212,Jordan Henderson,4-3-3,Cüneyt Çakιr,Match Report,Leg 2 of 2; Liverpool won
2019-05-12,15:00 (22:00),Premier League,Matchweek 38,Sun,Home,W,2,0,Wolves,1.6,1.3,59,53331,Jordan Henderson,4-3-3,Martin Atkinson,Match Report,
2019-06-01,21:00 (03:00),Champions Lg,Final,Sat,Away,W,2,0,eng Tottenham,1.3,0.8,36,63272,Jordan Henderson,4-3-3,Damir Skomina,Match Report,
