Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2016-01-23,17:30 (01:30),Premier League,Matchweek 23,Sat,Home,D,2,2,Manchester City,47,34977,Mark Noble,4-3-3,Craig Pawson,Match Report,
2016-01-30,17:30 (01:30),FA Cup,Fourth round,Sat,Away,D,0,0,Liverpool,,44006,,,Martin Atkinson,Match Report,
2016-02-02,19:45 (03:45),Premier League,Matchweek 24,Tue,Home,W,2,0,Aston Villa,68,34914,Mark Noble,4-3-3,Jonathan Moss,Match Report,
2016-02-06,17:30 (01:30),Premier League,Matchweek 25,Sat,Away,L,0,1,Southampton,65,29161,Mark Noble,3-4-1-2,Mark Clattenburg,Match Report,
2016-02-09,19:45 (03:45),FA Cup,Fourth round,Tue,Home,W,2,1,Liverpool,,34433,,,Roger East,Match Report,Required Extra Time
2016-02-13,15:00 (23:00),Premier League,Matchweek 26,Sat,Away,D,2,2,Norwich City,52,27101,Mark Noble,4-3-3,Mike Jones,Match Report,
2016-02-21,14:00 (22:00),FA Cup,Fifth round,Sun,Away,W,5,1,Blackburn,,18793,,,Jonathan Moss,Match Report,
2016-02-27,12:45 (20:45),Premier League,Matchweek 27,Sat,Home,W,1,0,Sunderland,53,34946,Mark Noble,4-3-3,Mike Dean,Match Report,
2016-03-02,19:45 (03:45),Premier League,Matchweek 28,Wed,Home,W,1,0,Tottenham,35,34977,Mark Noble,4-2-3-1,Andre Marriner,Match Report,
2016-03-05,15:00 (23:00),Premier League,Matchweek 29,Sat,Away,W,3,2,Everton,58,39000,Mark Noble,3-4-3,Anthony Taylor,Match Report,
2016-03-13,16:00 (00:00),FA Cup,Quarter-finals,Sun,Away,D,1,1,Manchester Utd,,74298,,,Anthony Taylor,Match Report,
2016-03-19,15:00 (23:00),Premier League,Matchweek 31,Sat,Away,D,2,2,Chelsea,41,41623,Mark Noble,4-1-4-1,Robert Madley,Match Report,
2016-04-02,15:00 (22:00),Premier League,Matchweek 32,Sat,Home,D,2,2,Crystal Palace,67,34857,Mark Noble,4-3-3,Mark Clattenburg,Match Report,
2016-04-09,12:45 (19:45),Premier League,Matchweek 33,Sat,Home,D,3,3,Arsenal,39,34977,Mark Noble,3-4-3,Craig Pawson,Match Report,
2016-04-13,19:00 (02:00),FA Cup,Quarter-finals,Wed,Home,L,1,2,Manchester Utd,,33505,,,Roger East,Match Report,
2016-04-17,13:30 (20:30),Premier League,Matchweek 34,Sun,Away,D,2,2,Leicester City,57,32104,Mark Noble,4-3-3,Jonathan Moss,Match Report,
2016-04-20,19:45 (02:45),Premier League,Matchweek 30,Wed,Home,W,3,1,Watford,46,34857,Mark Noble,4-3-3,Mike Dean,Match Report,
2016-04-30,15:00 (22:00),Premier League,Matchweek 36,Sat,Away,W,3,0,West Brom,59,25031,Mark Noble,4-4-2,Lee Mason,Match Report,
2016-05-07,15:00 (22:00),Premier League,Matchweek 37,Sat,Home,L,1,4,Swansea City,52,34907,Mark Noble,4-2-3-1,Michael Oliver,Match Report,
2016-05-10,20:30 (03:30),Premier League,Matchweek 35,Tue,Home,W,3,2,Manchester Utd,41,34602,Mark Noble,4-1-4-1,Mike Dean,Match Report,
2016-05-15,15:00 (22:00),Premier League,Matchweek 38,Sun,Away,L,1,2,Stoke City,53,27721,Mark Noble,4-1-4-1,Mike Jones,Match Report,
