Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2016-01-02,15:00 (23:00),Premier League,Matchweek 20,Sat,Home,W,2,1,Stoke City,46,23218,Darren Fletcher,4-4-1-1,Lee Mason,Match Report,
2016-01-09,15:00 (23:00),FA Cup,Third round,Sat,Home,D,2,2,Bristol City,,24917,,,Graham Scott,Match Report,
2016-01-13,19:45 (03:45),Premier League,Matchweek 21,Wed,Away,D,2,2,Chelsea,39,40945,Darren Fletcher,4-1-4-1,Anthony Taylor,Match Report,
2016-01-16,15:00 (23:00),Premier League,Matchweek 22,Sat,Away,L,0,3,Southampton,44,29622,Darren Fletcher,4-1-4-1,Martin Atkinson,Match Report,
2016-01-19,19:45 (03:45),FA Cup,Third round,Tue,Away,W,1,0,Bristol City,,15185,,,Jonathan Moss,Match Report,
2016-01-23,15:00 (23:00),Premier League,Matchweek 23,Sat,Home,D,0,0,Aston Villa,39,26165,Darren Fletcher,4-4-1-1,Robert Madley,Match Report,
2016-01-30,15:00 (23:00),FA Cup,Fourth round,Sat,Home,D,2,2,P'borough Utd,,22517,,,Kevin Friend,Match Report,
2016-02-02,20:00 (04:00),Premier League,Matchweek 24,Tue,Home,D,1,1,Swansea City,45,22062,Darren Fletcher,4-2-3-1,Niel Swarbrick,Match Report,
2016-02-06,15:00 (23:00),Premier League,Matchweek 25,Sat,Away,L,0,1,Newcastle Utd,31,50152,Darren Fletcher,4-4-1-1,Lee Mason,Match Report,
2016-02-10,19:45 (03:45),FA Cup,Fourth round,Wed,Away,D,1 (4),1 (3),P'borough Utd,,10632,,,Mike Jones,Match Report,West Brom won replayed match on penalty kicks following extra time
2016-02-13,15:00 (23:00),Premier League,Matchweek 26,Sat,Away,W,1,0,Everton,24,38103,Darren Fletcher,4-2-3-1,Michael Oliver,Match Report,
2016-02-20,15:00 (23:00),FA Cup,Fifth round,Sat,Away,L,1,3,Reading,,19566,,,Anthony Taylor,Match Report,
2016-02-27,17:30 (01:30),Premier League,Matchweek 27,Sat,Home,W,3,2,Crystal Palace,46,24806,Darren Fletcher,4-4-2,Jonathan Moss,Match Report,
2016-03-01,19:45 (03:45),Premier League,Matchweek 28,Tue,Away,D,2,2,Leicester City,35,32018,Darren Fletcher,4-4-2,Mark Clattenburg,Match Report,
2016-03-06,16:00 (00:00),Premier League,Matchweek 29,Sun,Home,W,1,0,Manchester Utd,47,24878,Darren Fletcher,4-4-2,Mike Dean,Match Report,
2016-03-19,15:00 (23:00),Premier League,Matchweek 31,Sat,Home,L,0,1,Norwich City,50,25039,Darren Fletcher,4-2-3-1,Anthony Taylor,Match Report,
2016-04-02,15:00 (22:00),Premier League,Matchweek 32,Sat,Away,D,0,0,Sunderland,43,45144,Darren Fletcher,4-2-3-1,Roger East,Match Report,
2016-04-09,17:30 (00:30),Premier League,Matchweek 33,Sat,Away,L,1,2,Manchester City,38,53920,Darren Fletcher,4-2-3-1,Mike Jones,Match Report,
2016-04-16,15:00 (22:00),Premier League,Matchweek 34,Sat,Home,L,0,1,Watford,57,25515,Darren Fletcher,4-4-2,Michael Oliver,Match Report,
2016-04-21,19:45 (02:45),Premier League,Matchweek 30,Thu,Away,L,0,2,Arsenal,29,59568,Darren Fletcher,4-1-4-1,Jonathan Moss,Match Report,
2016-04-25,20:00 (03:00),Premier League,Matchweek 35,Mon,Away,D,1,1,Tottenham,34,35923,Darren Fletcher,4-1-4-1,Mike Jones,Match Report,
2016-04-30,15:00 (22:00),Premier League,Matchweek 36,Sat,Home,L,0,3,West Ham,41,25031,Darren Fletcher,4-2-3-1,Lee Mason,Match Report,
2016-05-07,15:00 (22:00),Premier League,Matchweek 37,Sat,Away,D,1,1,Bournemouth,31,11040,Darren Fletcher,4-2-3-1,Mark Clattenburg,Match Report,
2016-05-15,15:00 (22:00),Premier League,Matchweek 38,Sun,Home,D,1,1,Liverpool,33,26196,Darren Fletcher,4-2-3-1,Robert Madley,Match Report,
