Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2017-03-18,15:00 (23:00),Premier League,Matchweek 29,Sat,Away,W,3,2,West Ham,41,56979,Kasper Schmeichel,4-4-2,Roger East,Match Report,
2017-04-01,15:00 (22:00),Premier League,Matchweek 30,Sat,Home,W,2,0,Stoke City,48,31958,Kasper Schmeichel,4-4-1-1,Lee Mason,Match Report,
2017-04-04,19:45 (02:45),Premier League,Matchweek 31,Tue,Home,W,2,0,Sunderland,54,31757,Kasper Schmeichel,4-4-2,Graham Scott,Match Report,
2017-04-09,16:00 (23:00),Premier League,Matchweek 32,Sun,Away,L,2,4,Everton,40,39573,Kasper Schmeichel,4-4-2,Robert Madley,Match Report,
2017-04-12,20:45 (02:45),Champions Lg,Quarter-finals,Wed,Away,L,0,1,es Atlético Madrid,32,51423,Kasper Schmeichel,4-4-1-1,Jonas Eriksson,Match Report,Leg 1 of 2
2017-04-15,15:00 (22:00),Premier League,Matchweek 33,Sat,Away,D,2,2,Crystal Palace,42,25504,Kasper Schmeichel,4-4-2,Mike Dean,Match Report,
2017-04-18,19:45 (02:45),Champions Lg,Quarter-finals,Tue,Home,D,1,1,es Atlético Madrid,57,31548,Wes Morgan,4-4-1-1,Gianluca Rocchi,Match Report,Leg 2 of 2; Atlético Madrid won
2017-04-26,19:45 (02:45),Premier League,Matchweek 28,Wed,Away,L,0,1,Arsenal,31,59829,Kasper Schmeichel,4-4-2,Mike Jones,Match Report,
2017-04-29,15:00 (22:00),Premier League,Matchweek 35,Sat,Away,W,1,0,West Brom,45,24611,Kasper Schmeichel,4-4-2,Mark Clattenburg,Match Report,
2017-05-06,15:00 (22:00),Premier League,Matchweek 36,Sat,Home,W,3,0,Watford,42,31628,Kasper Schmeichel,4-4-2,Roger East,Match Report,
2017-05-13,12:30 (19:30),Premier League,Matchweek 37,Sat,Away,L,1,2,Manchester City,34,54407,Kasper Schmeichel,4-4-2,Robert Madley,Match Report,
2017-05-18,19:45 (02:45),Premier League,Matchweek 34,Thu,Home,L,1,6,Tottenham,37,31351,Kasper Schmeichel,4-4-2,Michael Oliver,Match Report,
2017-05-21,15:00 (22:00),Premier League,Matchweek 38,Sun,Home,D,1,1,Bournemouth,49,32000,Kasper Schmeichel,4-4-2,Lee Mason,Match Report,
