Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2017-02-25,15:00 (23:00),Premier League,Matchweek 26,Sat,Home,W,2,0,Sunderland,63,39595,Leighton Baines,4-3-3,Stuart Attwell,Match Report,
2017-03-05,13:30 (21:30),Premier League,Matchweek 27,Sun,Away,L,2,3,Tottenham,49,31962,Gareth Barry,4-3-2-1,Michael Oliver,Match Report,
2017-03-11,15:00 (23:00),Premier League,Matchweek 28,Sat,Home,W,3,0,West Brom,63,39592,Phil Jagielka,4-2-3-1,Graham Scott,Match Report,
2017-03-18,15:00 (23:00),Premier League,Matchweek 29,Sat,Home,W,4,0,Hull City,51,39248,Phil Jagielka,4-2-3-1,Paul Tierney,Match Report,
2017-04-01,12:30 (19:30),Premier League,Matchweek 30,Sat,Away,L,1,3,Liverpool,49,52920,Phil Jagielka,3-4-3,Anthony Taylor,Match Report,
2017-04-04,20:00 (03:00),Premier League,Matchweek 31,Tue,Away,D,1,1,Manchester Utd,39,75272,Phil Jagielka,4-2-3-1,Niel Swarbrick,Match Report,
2017-04-09,16:00 (23:00),Premier League,Matchweek 32,Sun,Home,W,4,2,Leicester City,60,39573,Phil Jagielka,4-3-3,Robert Madley,Match Report,
2017-04-15,15:00 (22:00),Premier League,Matchweek 33,Sat,Home,W,3,1,Burnley,63,39328,Phil Jagielka,4-3-3,Mark Clattenburg,Match Report,
2017-04-22,15:00 (22:00),Premier League,Matchweek 34,Sat,Away,D,0,0,West Ham,59,56971,Phil Jagielka,4-3-3,Roger East,Match Report,
2017-04-30,14:05 (21:05),Premier League,Matchweek 35,Sun,Home,L,0,3,Chelsea,50,39595,Phil Jagielka,4-2-3-1,Jonathan Moss,Match Report,
2017-05-06,17:30 (00:30),Premier League,Matchweek 36,Sat,Away,L,0,1,Swansea City,62,20827,Phil Jagielka,4-3-3,Martin Atkinson,Match Report,
2017-05-12,19:45 (02:45),Premier League,Matchweek 37,Fri,Home,W,1,0,Watford,63,38550,Phil Jagielka,4-3-3,Kevin Friend,Match Report,
2017-05-21,15:00 (22:00),Premier League,Matchweek 38,Sun,Away,L,1,3,Arsenal,50,59976,Phil Jagielka,4-3-3,Michael Oliver,Match Report,
