Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2017-03-07,19:45 (03:45),Champions Lg,Round of 16,Tue,Home,L,1,5,de Bayern Munich,43,59911,Laurent Koscielny,4-3-3,Tasos Sidiropoulos,Match Report,Leg 2 of 2; Bayern Munich won
2017-03-11,17:30 (01:30),FA Cup,Quarter-finals,Sat,Home,W,5,0,Lincoln City,,59454,,,Anthony Taylor,Match Report,
2017-03-18,12:30 (20:30),Premier League,Matchweek 29,Sat,Away,L,1,3,West Brom,77,24065,Laurent Koscielny,4-2-3-1,Niel Swarbrick,Match Report,
2017-04-02,16:00 (23:00),Premier League,Matchweek 30,Sun,Home,D,2,2,Manchester City,44,60001,Laurent Koscielny,4-2-3-1,Andre Marriner,Match Report,
2017-04-05,19:45 (02:45),Premier League,Matchweek 31,Wed,Home,W,3,0,West Ham,66,59961,Theo Walcott,4-2-3-1,Martin Atkinson,Match Report,
2017-04-10,20:00 (03:00),Premier League,Matchweek 32,Mon,Away,L,0,3,Crystal Palace,72,25648,Theo Walcott,4-2-3-1,Michael Oliver,Match Report,
2017-04-17,20:00 (03:00),Premier League,Matchweek 33,Mon,Away,W,2,1,Middlesbrough,65,31298,Laurent Koscielny,3-4-3,Anthony Taylor,Match Report,
2017-04-23,15:00 (22:00),FA Cup,Semi-finals,Sun,Home,W,2,1,Manchester City,,85725,,,Craig Pawson,Match Report,Required Extra Time
2017-04-26,19:45 (02:45),Premier League,Matchweek 28,Wed,Home,W,1,0,Leicester City,69,59829,Laurent Koscielny,3-4-3,Mike Jones,Match Report,
2017-04-30,16:30 (23:30),Premier League,Matchweek 35,Sun,Away,L,0,2,Tottenham,49,31811,Laurent Koscielny,3-4-3,Michael Oliver,Match Report,
2017-05-07,16:00 (23:00),Premier League,Matchweek 36,Sun,Home,W,2,0,Manchester Utd,50,60055,Laurent Koscielny,3-4-3,Andre Marriner,Match Report,
2017-05-10,19:45 (02:45),Premier League,Matchweek 26,Wed,Away,W,2,0,Southampton,53,31474,Petr Čech,3-4-3,Jonathan Moss,Match Report,
2017-05-13,17:30 (00:30),Premier League,Matchweek 37,Sat,Away,W,4,1,Stoke City,67,27535,Laurent Koscielny,3-4-3,Mike Dean,Match Report,
2017-05-16,19:45 (02:45),Premier League,Matchweek 34,Tue,Home,W,2,0,Sunderland,63,59510,Petr Čech,3-4-3,Roger East,Match Report,
2017-05-21,15:00 (22:00),Premier League,Matchweek 38,Sun,Home,W,3,1,Everton,50,59976,Laurent Koscielny,3-4-3,Michael Oliver,Match Report,
2017-05-27,17:30 (00:30),FA Cup,Final,Sat,Home,W,2,1,Chelsea,,89472,,,Anthony Taylor,Match Report,
