Referee,Day Of Week,Round,Days,Shots,ShotsOT,Corners,Fouls,YCards,RCards,GoalsScored,GoalsConceded,GoalsDiff,HTGoalsScored,HTGoalsConceded,HTGoalsDiff,Points,WinPercent,WinStreak,UnbPercent,UnbStreak,Def,Mid,Att,Ovr,LastSeasonRank,PromotedMatchup,WinnerOdd,DrawOdd,Venue,Result
J Moss,Sat,-1.0,-3,0.7999999999999989,-0.6000000000000005,-0.40000000000000036,-1.799999999999999,0.0,0.0,-0.8,-0.6000000000000001,-1.0,-0.5999999999999999,-0.4,-1.0,-0.19999999999999996,-20.0,1.0,20.0,2.0,4,5,6,5.0,-4,0,-2.15,3.8,Old Trafford,W
M Oliver,Sun,-3.0,-2,0.20000000000000107,0.0,-1.1999999999999997,-0.7999999999999998,-0.7999999999999999,0.0,-0.20000000000000018,1.2,-7.0,-0.8,0.7999999999999999,-8.0,-1.0,-40.0,-1.0,-20.0,-1.0,1,2,0,1.0,-1,0,0.6000000000000001,3.5,King Power Stadium,D
J Moss,Sat,-1.0,0,10.799999999999999,6.2,2.9999999999999996,2.0,-1.0,0.0,2.0,-0.4,12.0,0.9999999999999999,-0.4,7.0,1.4,60.0,5.0,20.0,3.0,8,4,7,6.329999999999998,-3,0,-8.22,5.75,Anfield,W
A Taylor,Sun,-1.0,1,2.4000000000000004,2.2,1.0,2.8,-0.20000000000000018,0.0,1.4000000000000001,-0.19999999999999996,8.0,1.2000000000000002,-0.19999999999999996,7.0,0.19999999999999996,20.0,0.0,-20.0,0.0,2,0,3,1.6599999999999966,1,0,-3.0300000000000002,3.8,Tottenham Hotspur Stadium,W
M Atkinson,Sun,0.0,5,1.3999999999999986,0.7999999999999998,1.2000000000000002,2.0,1.2000000000000002,0.2,0.8,0.0,4.0,-0.2,0.20000000000000007,-2.0,0.0,0.0,0.0,0.0,0.0,-3,-4,-5,-4.0,17,1,0.0,3.3,Brentford Community Stadium,W
M Oliver,Sun,-2.0,-3,5.0,3.0,1.4000000000000004,4.0,0.6000000000000001,0.0,1.4000000000000001,0.19999999999999996,6.0,1.2000000000000002,-0.19999999999999996,7.0,0.40000000000000013,20.0,0.0,0.0,-1.0,5,8,3,5.329999999999998,-2,0,-5.0,4.33,Stamford Bridge,W
R Jones,Sun,-1.0,5,0.20000000000000107,-0.7999999999999998,-1.0,1.4000000000000004,-0.6,-0.2,0.0,0.20000000000000018,-1.0,0.0,0.6,-3.0,0.0,0.0,0.0,0.0,0.0,-5,-5,-5,-5.0,15,1,2.75,3.8,Carrow Road,L
K Friend,Sun,0.0,0,1.1999999999999993,1.4000000000000004,-1.0,0.40000000000000036,-0.20000000000000018,-0.2,0.3999999999999999,0.0,2.0,-0.19999999999999996,-0.2,0.0,0.6000000000000001,20.0,0.0,20.0,2.0,-1,-5,-5,-3.6700000000000017,10,0,-0.5299999999999998,3.5,Falmer Stadium,W
M Jones,Sat,0.0,0,-4.800000000000001,-2.5999999999999996,-1.4000000000000004,2.0,-1.8,-0.4,-0.4,-0.3999999999999999,0.0,0.0,0.20000000000000007,-1.0,0.19999999999999996,0.0,0.0,20.0,0.0,-6,-8,-7,-7.0,4,0,3.02,3.75,Carrow Road,L
A Marriner,Sun,0.0,4,1.6000000000000014,2.4000000000000004,-0.7999999999999998,1.8000000000000007,1.2,0.0,0.6000000000000001,0.19999999999999996,2.0,1.0,0.6000000000000001,2.0,0.19999999999999996,0.0,-1.0,20.0,2.0,-2,-5,-3,-3.3299999999999983,-1,0,-0.1499999999999999,3.3,Goodison Park,D
H Webb,Sun,0.0,1,-3.0,0.40000000000000036,-0.40000000000000036,-0.40000000000000036,0.8,0.4,0.8,0.6000000000000001,1.0,0.19999999999999996,0.20000000000000007,0.0,0.19999999999999996,20.0,0.0,-20.0,-4.0,2,1,2,1.6700000000000017,-2,0,-2.05,3.5,Stamford Bridge,D
J Moss,Sun,0.0,5,-6.0,-2.1999999999999993,-3.0,-2.1999999999999993,1.2000000000000002,0.0,-0.40000000000000013,0.19999999999999996,-3.0,-0.6,-0.8,1.0,-0.19999999999999996,0.0,0.0,-20.0,-4.0,-6,-7,-6,-6.329999999999998,3,0,1.2999999999999998,3.5,Swansea.com Stadium,D
P Dowd,Wed,0.0,0,-4.600000000000001,-2.8000000000000007,-3.6000000000000005,-2.8000000000000007,0.6000000000000001,0.2,0.20000000000000018,1.2,-5.0,0.6,-0.20000000000000007,4.0,-0.19999999999999996,20.0,1.0,-60.0,-7.0,0,0,2,0.6700000000000017,-4,0,-0.48,3.4,White Hart Lane,W
L Probert,Sun,0.0,5,-5.800000000000001,-2.4000000000000004,-1.5999999999999996,0.0,0.0,0.0,0.0,0.6,-3.0,0.0,0.20000000000000007,-1.0,-0.20000000000000018,0.0,0.0,-20.0,0.0,-8,-7,-4,-6.329999999999998,15,1,0.6200000000000001,3.3,Boleyn Ground,L
H Webb,Wed,0.0,0,-13.2,-7.6000000000000005,-4.0,2.200000000000001,0.7999999999999998,0.2,-1.2,-0.9999999999999999,-1.0,-0.8,-1.0,1.0,0.0,-20.0,-1.0,40.0,7.0,-4,-4,-4,-4.0,6,0,1.15,3.2,Bet365 Stadium,W
A Taylor,Sun,0.0,0,-6.6,-3.4000000000000004,-0.5999999999999996,1.799999999999999,-0.19999999999999996,0.0,-0.8,-0.20000000000000018,-3.0,-0.6,-0.6,0.0,-0.8,-40.0,0.0,0.0,0.0,-5,-6,0,-3.6599999999999966,9,0,2.09,3.5,Loftus Road,L
H Webb,Sun,0.0,0,-4.400000000000002,-1.4000000000000004,-1.799999999999999,3.4000000000000004,1.0,0.0,0.3999999999999999,-0.19999999999999996,3.0,-0.20000000000000018,-0.20000000000000007,0.0,0.8,20.0,1.0,40.0,7.0,4,2,7,4.340000000000003,-6,0,-2.29,3.8,Old Trafford,W
K Friend,Wed,0.0,-3,-3.6000000000000014,-0.5999999999999996,-1.0,-0.40000000000000036,-0.7999999999999999,0.2,0.19999999999999973,0.8,-3.0,-1.0,0.7999999999999999,-9.0,-0.40000000000000013,-20.0,0.0,0.0,0.0,1,0,2,1.0,-5,0,-0.7000000000000002,3.5,Emirates Stadium,D
A Taylor,Sun,0.0,1,-0.1999999999999993,-0.40000000000000036,-0.20000000000000018,0.40000000000000036,0.6000000000000001,0.4,-0.5999999999999996,-0.20000000000000007,-2.0,-0.40000000000000013,0.0,-2.0,0.6000000000000001,20.0,0.0,20.0,3.0,2,3,6,3.6700000000000017,-7,0,-2.67,3.9,Etihad Stadium,D
M Atkinson,Sat,0.0,-2,-8.200000000000001,-4.200000000000001,-3.200000000000001,1.4000000000000004,0.0,0.0,-0.7999999999999998,1.0000000000000002,-9.0,-0.19999999999999996,0.8,-5.0,-0.6000000000000001,-20.0,0.0,-20.0,0.0,-5,-10,-7,-7.329999999999998,7,0,2.65,3.75,DW Stadium,L
P Dowd,Sat,0.0,1,-4.800000000000001,-3.5999999999999996,-2.0,1.6000000000000014,0.6000000000000001,0.0,-1.1999999999999997,0.6000000000000001,-9.0,-0.3999999999999999,0.6,-5.0,-1.0,-40.0,-3.0,-20.0,-2.0,-7,-10,-6,-7.659999999999997,14,1,2.29,3.8,St Mary's Stadium,W
L Mason,Sun,0.0,0,-6.399999999999999,-5.200000000000001,-1.8000000000000007,2.1999999999999993,1.6,0.0,-1.0,0.0,-5.0,-0.6,0.20000000000000007,-4.0,0.0,0.0,2.0,0.0,2.0,-7,-8,-3,-6.0,8,0,3.25,4.0,Villa Park,L
M Clattenburg,Sat,0.0,1,-4.3999999999999995,-4.999999999999999,0.40000000000000036,0.1999999999999993,0.19999999999999996,0.0,-1.4,1.2,-13.0,-0.8,0.3999999999999999,-6.0,-2.0,-60.0,0.0,-80.0,-2.0,-9,-10,-6,-8.329999999999998,13,1,6.55,4.75,Madejski Stadium,D
A Marriner,Sat,0.0,1,-6.599999999999998,-5.4,-3.0,3.0,0.3999999999999999,0.0,-0.4,0.8,-6.0,0.0,0.0,0.0,-0.3999999999999999,0.0,0.0,-40.0,-3.0,-3,-3,3,-1.0,-3,0,0.3799999999999999,3.6,St. James Park,L
M Halsey,Sun,0.0,1,-9.0,-5.4,-3.2,5.600000000000001,0.0,0.2,-1.0,1.6,-13.0,-0.4,0.8,-6.0,-1.2,-20.0,0.0,-80.0,-6.0,-4,-3,-1,-2.6599999999999966,1,0,1.85,3.6,Craven Cottage,L
H Webb,Sun,0.0,0,-0.1999999999999993,-3.4000000000000004,-0.5999999999999996,1.0,-0.8,0.2,-0.4,1.6,-10.0,-0.8,0.39999999999999997,-6.0,-1.8,-60.0,0.0,-60.0,0.0,-5,-7,-1,-4.329999999999998,10,0,3.8,3.9,Stadium of Light,L
A Marriner,Sat,0.0,0,6.199999999999999,1.4000000000000004,-2.3999999999999995,1.1999999999999993,0.0,0.0,0.0,0.6000000000000001,-3.0,-0.6000000000000001,0.6000000000000001,-6.0,-0.19999999999999996,0.0,-1.0,-20.0,-1.0,-2,-3,5,0.0,9,0,2.67,3.9,St. James Park,D
M Atkinson,Sat,0.0,0,-1.8000000000000007,0.0,-3.3999999999999995,-1.0,-0.3999999999999999,0.2,0.0,-0.3999999999999999,2.0,-1.0,0.2,-6.0,0.6000000000000001,20.0,1.0,20.0,4.0,1,-1,4,1.3400000000000034,-3,0,-1.0,3.5,Emirates Stadium,W
P Dowd,Sat,0.0,0,-8.000000000000002,-3.6,-2.999999999999999,-2.1999999999999993,1.4000000000000001,0.0,-1.6,-0.3999999999999999,-6.0,-1.4,0.19999999999999996,-8.0,-0.3999999999999999,-20.0,-1.0,0.0,3.0,-2,-4,-2,-2.6599999999999966,-1,0,0.5,3.4,Goodison Park,D
H Webb,Sun,0.0,0,-5.399999999999999,-4.3999999999999995,-1.2000000000000002,1.5999999999999996,0.6000000000000001,0.0,-2.0,0.0,-10.0,-1.2000000000000002,0.20000000000000007,-7.0,-1.0,-20.0,0.0,-60.0,-2.0,-11,-11,-8,-10.0,15,1,4.88,4.0,Hull City Stadium,W
J Moss,Sun,0.0,-5,-3.599999999999998,-1.4000000000000004,1.6000000000000005,-2.5999999999999996,0.0,0.0,-2.2,0.6000000000000001,-14.0,-1.6,0.7999999999999999,-12.0,-0.6000000000000001,-20.0,0.0,-20.0,1.0,0,-2,6,1.3400000000000034,-2,0,-0.5,3.4,White Hart Lane,L
L Mason,Thu,0.0,0,-5.599999999999998,-2.0,-2.4000000000000004,-1.5999999999999996,0.3999999999999999,0.0,-0.20000000000000018,0.40000000000000013,-3.0,-0.3999999999999999,0.2,-3.0,0.20000000000000018,0.0,-2.0,20.0,2.0,1,3,9,4.340000000000003,-5,0,-2.8499999999999996,4.2,Etihad Stadium,W
H Webb,Sun,0.0,0,-7.600000000000001,-2.8,-1.4000000000000004,1.1999999999999993,0.0,0.0,-1.8,0.3999999999999999,-11.0,-0.8,0.19999999999999996,-5.0,-0.3999999999999999,-20.0,1.0,0.0,3.0,2,0,6,2.6700000000000017,-4,0,-1.2999999999999998,3.5,Stamford Bridge,W
A Taylor,Sun,0.0,0,-7.800000000000001,-4.0,-2.5999999999999996,-0.5999999999999996,0.20000000000000018,0.4,-1.5999999999999999,1.0,-13.0,-1.4000000000000001,-0.4,-5.0,-0.8,-40.0,-1.0,0.0,0.0,-4,-6,-2,-4.0,6,0,4.08,4.0,Bet365 Stadium,L
K Friend,Sun,0.0,-1,-1.4000000000000004,-2.2,1.0,-0.40000000000000036,1.2,0.0,-1.1999999999999997,0.40000000000000013,-8.0,-0.6000000000000001,-0.19999999999999996,-2.0,-1.0,-40.0,-1.0,-20.0,-4.0,-8,-6,-2,-5.329999999999998,1,0,4.13,4.33,The Hawthorns,D
P Dowd,Wed,0.0,-1,-5.399999999999999,-4.199999999999999,1.6000000000000005,-3.0,-0.19999999999999996,0.0,-2.8,1.2000000000000002,-20.0,-2.0,-0.4,-8.0,-2.0,-60.0,-1.0,-80.0,-5.0,-4,-5,2,-2.3299999999999983,5,0,6.6,5.25,Craven Cottage,L
L Probert,Sat,0.0,1,-1.5999999999999979,-2.799999999999999,1.8000000000000007,-3.0,0.20000000000000018,0.0,-1.5999999999999999,0.0,-8.0,-1.5999999999999999,0.20000000000000007,-9.0,-1.0,-40.0,-3.0,-20.0,-8.0,-8,-7,2,-4.329999999999998,7,0,1.7000000000000002,3.75,St Mary's Stadium,L
M Clattenburg,Sun,0.0,-2,-0.8000000000000007,-2.4000000000000004,2.0,-1.799999999999999,-0.19999999999999996,0.0,-1.6,-0.5999999999999999,-5.0,-1.8,-0.19999999999999996,-8.0,-1.0,-40.0,-2.0,-20.0,-5.0,3,1,10,4.670000000000002,-6,0,-0.3999999999999999,3.6,Old Trafford,L
N Swarbrick,Sat,1.0,1,-4.200000000000001,-3.799999999999999,2.2,-2.0,-0.6000000000000001,0.0,-2.8,0.40000000000000013,-16.0,-1.8,0.0,-9.0,-2.2,-80.0,-5.0,-60.0,-10.0,-11,-10,-4,-8.329999999999998,14,1,8.14,5.25,Cardiff City Stadium,L
A Taylor,Sun,0.0,-1,-7.199999999999999,-3.9999999999999996,0.7999999999999998,2.4000000000000004,-0.19999999999999996,0.0,-2.6,0.8,-17.0,-0.7999999999999999,0.19999999999999996,-5.0,-1.8,-60.0,-6.0,-60.0,-11.0,-7,-6,-1,-4.659999999999997,3,0,7.6,5.0,Boleyn Ground,L
A Marriner,Sun,0.0,1,-5.0,-2.1999999999999993,0.5999999999999996,4.600000000000001,1.2,-0.2,-2.5999999999999996,0.40000000000000013,-15.0,-1.2000000000000002,0.4,-8.0,-2.4,-80.0,-10.0,-80.0,-15.0,-6,-7,-4,-5.659999999999997,4,0,7.17,5.0,Carrow Road,L
M Clattenburg,Mon,0.0,0,-6.0,-2.0,-2.0,2.1999999999999993,1.4,-0.2,-0.7999999999999998,-0.5999999999999999,-1.0,-0.9999999999999999,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,-12,-12,-6,-10.0,16,1,7.6,5.0,Selhurst Park,D
P Dowd,Sun,0.0,0,-4.200000000000001,-2.4,-1.0,-1.3999999999999986,-1.0000000000000002,0.0,-0.5999999999999999,0.8,-7.0,-0.19999999999999996,0.4,-3.0,-0.5999999999999999,-20.0,-1.0,-20.0,-2.0,-6,-6,-4,-5.340000000000003,21,1,4.4,4.2,Loftus Road,L
A Marriner,Sat,0.0,-1,-1.799999999999999,-1.7999999999999998,-1.3999999999999995,1.5999999999999996,0.3999999999999999,0.0,0.0,-0.19999999999999996,1.0,-0.2,0.19999999999999996,-2.0,0.0,0.0,2.0,0.0,-1.0,-2,-4,2,-1.3400000000000034,8,0,1.7999999999999998,3.75,St. James Park,W
J Moss,Sun,0.0,0,-5.600000000000001,-1.7999999999999998,0.0,0.6000000000000014,-1.2000000000000002,0.4,-0.3999999999999999,0.8,-6.0,0.0,0.2,-1.0,-1.2,-40.0,0.0,-40.0,0.0,-7,-7,-5,-6.340000000000003,9,0,2.42,3.7,Selhurst Park,W
L Mason,Tue,0.0,0,-0.5999999999999996,0.6000000000000001,-0.7999999999999998,2.4000000000000004,-0.8,0.0,-0.19999999999999996,0.40000000000000013,-3.0,-0.2,0.19999999999999996,-2.0,-0.6000000000000001,-20.0,-1.0,-20.0,-1.0,-11,-11,-6,-9.340000000000003,19,1,1.75,3.6,King Power Stadium,L
M Atkinson,Sun,0.0,1,-1.1999999999999993,1.0,0.7999999999999998,-1.4000000000000004,0.0,0.0,0.8,-0.6,7.0,0.20000000000000007,-0.19999999999999996,2.0,1.6,60.0,5.0,40.0,2.0,2,0,9,3.6599999999999966,5,0,-2.95,3.8,Old Trafford,W
A Taylor,Fri,0.0,1,-6.800000000000001,-2.2,-1.7999999999999998,0.40000000000000036,0.19999999999999996,-0.2,-0.3999999999999999,0.0,-2.0,0.0,-0.20000000000000007,1.0,-0.6000000000000001,-20.0,0.0,-20.0,-1.0,-9,-10,-6,-8.340000000000003,20,1,2.95,3.8,Turf Moor,L
C Pawson,Sat,0.0,1,-7.0,-4.4,-0.7999999999999998,2.0,2.0,-0.2,-0.8,-0.20000000000000018,-3.0,-0.4,-0.19999999999999996,-1.0,-0.6000000000000001,-20.0,0.0,-20.0,-4.0,-5,-6,-2,-4.340000000000003,12,0,2.59,3.6,Stadium of Light,L
M Clattenburg,Sat,0.0,0,-7.199999999999999,-4.0,-1.9999999999999996,-0.1999999999999993,0.0,0.39999999999999997,-1.8,-0.4,-7.0,-0.8,0.2,-5.0,-1.6,-60.0,-1.0,-40.0,-5.0,-4,-8,-4,-5.340000000000003,13,0,2.59,3.6,Villa Park,L
A Taylor,Sat,0.0,4,-6.600000000000001,-3.5999999999999996,-0.40000000000000036,0.40000000000000036,0.5999999999999999,0.2,-1.4000000000000001,0.6,-10.0,-0.6,0.6,-6.0,-1.6,-60.0,-2.0,-40.0,-4.0,0,-1,2,0.3299999999999983,3,0,1.1,3.4,Goodison Park,D
K Friend,Sun,0.0,7,-4.199999999999999,-1.3999999999999995,-0.20000000000000018,0.5999999999999996,0.0,0.2,-0.8,0.0,-4.0,-0.39999999999999997,0.0,-2.0,-0.6000000000000001,-20.0,-1.0,-20.0,-7.0,-5,-3,0,-2.6700000000000017,6,0,-0.27,3.3,St Mary's Stadium,L
R East,Mon,0.0,2,-3.0,-1.4000000000000004,0.39999999999999947,-1.1999999999999993,-0.40000000000000013,0.0,-0.6000000000000001,0.7999999999999999,-7.0,-0.4,0.19999999999999996,-3.0,-1.2000000000000002,-40.0,-4.0,-40.0,-12.0,-3,-5,3,-1.6700000000000017,10,0,2.0,3.6,Swansea.com Stadium,L
A Taylor,Sat,0.0,0,3.0,1.2000000000000002,1.8000000000000003,-1.8000000000000007,-0.40000000000000013,-0.2,0.6000000000000001,0.0,3.0,0.6,-0.4,5.0,0.6000000000000001,20.0,6.0,20.0,6.0,2,2,3,2.3299999999999983,2,0,-2.37,3.75,Emirates Stadium,W
R East,Sat,1.0,1,-3.1999999999999993,-0.40000000000000036,-0.5999999999999996,-1.0,0.20000000000000018,0.0,-0.19999999999999996,0.8,-5.0,0.4,0.3999999999999999,0.0,-0.6000000000000001,-20.0,0.0,-20.0,0.0,-6,-5,-6,-5.670000000000002,15,0,2.0,3.6,The Hawthorns,D
L Probert,Tue,0.0,0,1.0,1.2000000000000002,2.0,1.200000000000001,0.40000000000000013,0.0,0.0,0.40000000000000013,-2.0,0.2,0.0,1.0,-0.5999999999999999,-20.0,1.0,-20.0,-1.0,-7,-8,-4,-6.340000000000003,14,0,2.33,3.4,Hull City Stadium,W
A Marriner,Sun,0.0,-1,-7.0,-2.6,-2.2,-0.8000000000000007,1.8,-0.2,0.19999999999999996,-1.0,6.0,0.0,-0.6000000000000001,3.0,1.2000000000000002,40.0,1.0,40.0,14.0,3,3,5,3.6599999999999966,1,0,-1.6999999999999997,3.5,Stamford Bridge,D
A Taylor,Sun,0.0,0,-3.3999999999999986,-0.7999999999999998,-0.5999999999999996,4.200000000000001,-0.19999999999999996,0.2,0.3999999999999999,-0.3999999999999999,4.0,0.0,-0.19999999999999996,1.0,0.6000000000000001,20.0,0.0,20.0,2.0,-5,-6,0,-3.6700000000000017,7,0,1.35,3.6,Bet365 Stadium,W
M Atkinson,Sun,0.0,3,-3.8000000000000007,-2.6000000000000005,-1.7999999999999998,-1.5999999999999996,-0.3999999999999999,0.0,0.19999999999999996,-0.8,5.0,0.2,0.0,1.0,0.6000000000000001,20.0,0.0,20.0,2.0,-2,-1,-2,-1.6599999999999966,5,0,-0.09999999999999964,3.4,Goodison Park,D
C Pawson,Sat,0.0,0,2.5999999999999996,1.4000000000000004,-1.2000000000000002,3.5999999999999996,1.2,-0.2,0.40000000000000013,-1.4,9.0,0.0,0.0,0.0,1.2000000000000002,40.0,0.0,40.0,4.0,-1,-2,-4,-2.3400000000000034,-1,0,-0.5,3.5,White Hart Lane,D
M Clattenburg,Sat,0.0,1,-3.8000000000000007,-1.3999999999999995,-4.200000000000001,5.0,1.2000000000000002,0.2,0.40000000000000013,0.3999999999999999,0.0,0.0,0.39999999999999997,-2.0,0.0,20.0,0.0,-40.0,-5.0,1,7,1,3.0,-5,0,-1.65,3.5,Stamford Bridge,L
J Moss,Sat,0.0,0,0.0,2.2,-3.3999999999999995,-3.5999999999999996,-0.20000000000000018,0.0,1.4000000000000001,-0.4,9.0,0.4,-0.19999999999999996,3.0,1.0000000000000002,40.0,0.0,20.0,5.0,2,6,-3,1.6700000000000017,-4,0,-3.8,4.0,Etihad Stadium,L
A Marriner,Sun,0.0,4,-4.6,-1.1999999999999997,-2.8000000000000007,-2.3999999999999986,-0.3999999999999999,0.2,-1.6,1.2000000000000002,-14.0,-0.6,0.4,-5.0,-1.2,-40.0,-2.0,-40.0,-2.0,-4,-3,-3,-3.3400000000000034,9,0,4.13,4.33,St. James Park,W
M Clattenburg,Sun,0.0,1,-5.0,0.7999999999999998,-3.0,0.0,0.0,0.0,0.0,-0.19999999999999996,1.0,-0.4,-0.19999999999999996,-1.0,0.40000000000000013,20.0,3.0,0.0,2.0,-5,-3,-5,-4.340000000000003,16,1,2.25,3.6,Vicarage Road,W
K Friend,Wed,0.0,0,-4.0,-0.3999999999999999,-2.5999999999999996,-1.0,0.0,0.0,0.19999999999999996,0.8000000000000003,-3.0,0.0,0.7999999999999999,-4.0,-0.7999999999999999,-20.0,-1.0,-40.0,-1.0,-6,-3,-7,-5.329999999999998,10,0,3.8,3.9,Stadium of Light,L
R Madley,Sat,0.0,2,-5.399999999999999,-0.1999999999999993,0.20000000000000018,-1.0,0.0,0.0,-0.20000000000000007,-0.9999999999999999,4.0,0.0,-0.39999999999999997,2.0,0.0,-20.0,-1.0,40.0,4.0,-5,-3,-5,-4.340000000000003,6,0,1.9500000000000002,3.5,Boleyn Ground,W
L Mason,Sat,0.0,4,-12.2,-1.8000000000000003,-3.4,0.5999999999999996,-0.20000000000000018,0.2,-0.19999999999999996,0.6000000000000001,-4.0,-0.2,0.0,-1.0,-0.19999999999999996,0.0,0.0,-20.0,0.0,-7,-4,-3,-4.659999999999997,17,1,2.38,3.5,Carrow Road,L
A Marriner,Tue,0.0,7,-6.0,-1.4,-0.40000000000000036,0.40000000000000036,-0.5999999999999999,0.0,-0.8,-1.8,5.0,-0.19999999999999996,-1.0,4.0,0.40000000000000013,0.0,0.0,40.0,4.0,-5,-4,-3,-4.0,8,0,-0.25,3.4,King Power Stadium,W
N Swarbrick,Sun,0.0,3,-5.200000000000001,-1.4,-2.2,4.4,0.19999999999999996,0.2,-1.2,-1.7999999999999998,3.0,-0.39999999999999997,-0.6000000000000001,1.0,0.6000000000000001,20.0,1.0,20.0,0.0,-4,-2,-5,-3.6700000000000017,11,0,2.9,3.6,Villa Park,L
A Marriner,Sun,1.0,1,0.5999999999999996,-2.2,-0.40000000000000036,3.5999999999999996,0.8,0.0,-1.8000000000000003,0.3999999999999999,-11.0,-0.6,0.9999999999999999,-8.0,-1.6,-60.0,-2.0,-40.0,-2.0,-3,-3,-4,-3.3299999999999983,4,0,1.6999999999999997,3.5,Selhurst Park,L
R East,Sun,2.0,5,-3.5999999999999996,-2.1999999999999997,-1.0,2.1999999999999993,1.0,0.2,-1.6,0.19999999999999996,-9.0,-0.20000000000000007,0.2,-2.0,-0.6000000000000001,-20.0,-2.0,-20.0,-2.0,-5,-5,-5,-5.0,1,0,-0.25,3.4,St Mary's Stadium,W
M Jones,Sun,2.0,5,-4.800000000000001,-4.0,-1.2000000000000002,-4.4,0.0,-0.2,-0.7999999999999998,1.0000000000000002,-9.0,-0.6,1.0,-8.0,-0.19999999999999996,0.0,0.0,-20.0,-1.0,-7,0,-9,-5.340000000000003,15,1,1.4500000000000002,3.5,Dean Court,L
R East,Sun,1.0,4,-8.8,-4.800000000000001,-2.6000000000000005,1.8000000000000007,1.5999999999999999,0.0,-1.8,0.8,-13.0,-1.4000000000000001,0.6000000000000001,-10.0,-0.8000000000000003,-20.0,0.0,-40.0,-5.0,1,0,-4,-1.0,2,0,0.7000000000000002,3.5,Swansea.com Stadium,W
R Madley,Sun,0.0,4,-8.200000000000001,-3.4,-0.6000000000000005,2.0,-1.0,-0.2,-1.6,0.40000000000000013,-10.0,-0.8,0.6,-7.0,-1.2000000000000002,-40.0,0.0,-40.0,-1.0,-6,-5,-5,-5.329999999999998,7,0,-0.6000000000000001,3.6,The Hawthorns,D
M Oliver,Sat,0.0,0,-10.2,-4.0,-3.4,2.1999999999999993,-0.19999999999999996,0.0,-1.5999999999999999,0.8,-12.0,-1.4000000000000001,0.0,-7.0,-1.8,-60.0,-3.0,-60.0,-4.0,-5,-3,-3,-3.6700000000000017,4,0,6.55,4.75,Swansea.com Stadium,L
A Marriner,Sat,0.0,3,-2.8000000000000007,-1.7999999999999998,1.2000000000000002,1.0,0.8,0.0,-0.40000000000000013,0.8,-6.0,-0.9999999999999999,0.6000000000000001,-8.0,-1.2000000000000002,-40.0,-1.0,-40.0,-7.0,-5,-3,-1,-3.0,7,0,3.55,4.0,Selhurst Park,L
M Clattenburg,Sat,0.0,0,-2.8000000000000007,-2.8,1.7999999999999998,1.4000000000000004,0.6000000000000001,0.0,-1.7999999999999998,0.19999999999999996,-10.0,-1.2000000000000002,-0.39999999999999997,-4.0,-1.6,-60.0,-3.0,-40.0,-9.0,-3,-3,-6,-4.0,-2,0,1.1999999999999997,3.6,St Mary's Stadium,D
R Madley,Sun,0.0,2,-9.000000000000002,-5.3999999999999995,2.2,1.5999999999999996,1.4000000000000001,0.0,-2.1999999999999997,0.5999999999999999,-14.0,-1.0,0.19999999999999996,-6.0,-1.8,-60.0,-1.0,-60.0,-11.0,-9,-6,-7,-7.329999999999998,8,0,3.25,4.0,Dean Court,W
J Moss,Wed,0.0,0,-10.600000000000001,-4.0,-4.199999999999999,0.7999999999999989,1.2000000000000002,0.0,-1.8,-0.3999999999999999,-7.0,-1.0,0.19999999999999996,-6.0,-0.6000000000000001,-20.0,0.0,-20.0,-1.0,-8,-5,-7,-6.659999999999997,14,1,4.4,4.33,Riverside Stadium,L
M Dean,Mon,0.0,1,-4.0,0.40000000000000036,-1.7999999999999998,2.5999999999999996,1.0000000000000002,0.2,-0.8,0.19999999999999996,-5.0,-0.4,0.6,-5.0,-0.6000000000000001,-20.0,0.0,-20.0,-1.0,1,-1,1,0.3400000000000034,3,0,2.25,3.6,Goodison Park,L
A Taylor,Mon,0.0,0,-4.0,-0.3999999999999999,-2.2,-0.1999999999999993,0.6000000000000001,0.0,-1.6,1.6,-16.0,-1.0,0.0,-5.0,-2.0,-60.0,-4.0,-80.0,-5.0,-7,-5,-9,-7.0,9,0,9.67,5.5,Stadium of Light,D
M Oliver,Sun,0.0,1,4.999999999999998,1.5999999999999996,0.7999999999999998,-0.6000000000000014,0.6000000000000001,0.0,0.0,0.0,0.0,-0.4,-0.4,0.0,0.3999999999999999,20.0,6.0,0.0,5.0,1,3,2,2.0,-3,0,-1.6,3.4,Old Trafford,D
L Mason,Sat,0.0,-1,-0.5999999999999996,-1.7999999999999998,0.20000000000000018,-0.40000000000000036,-0.40000000000000013,0.0,-0.19999999999999996,0.20000000000000018,-2.0,0.0,0.19999999999999996,-1.0,-0.19999999999999996,0.0,0.0,-20.0,0.0,-6,-6,-6,-6.0,15,1,6.55,4.75,Hull City Stadium,W
M Oliver,Mon,0.0,-5,-4.800000000000001,-3.0,-4.199999999999999,-1.4000000000000004,-0.8,0.0,-1.2,1.0,-11.0,-0.6,0.9999999999999999,-8.0,-1.0,-20.0,-1.0,-60.0,-1.0,-5,-3,-5,-4.329999999999998,-7,0,3.85,4.2,King Power Stadium,W
