Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2014-12-02,20:00 (04:00),Premier League,Matchweek 14,Tue,Away,W,2,1,West Brom,42,23975,,4-2-3-1,Mark Jones,Match Report,
2014-12-07,13:30 (21:30),Premier League,Matchweek 15,Sun,Home,W,3,1,Swansea City,56,34125,,4-1-2-1-2◆,Chris Foy,Match Report,
2014-12-13,15:00 (23:00),Premier League,Matchweek 16,Sat,Away,D,1,1,Sunderland,43,41694,,4-1-2-1-2◆,Philip Dowd,Match Report,
2014-12-20,15:00 (23:00),Premier League,Matchweek 17,Sat,Home,W,2,0,Leicester City,48,34977,,4-3-1-2,Mike Jones,Match Report,
2014-12-26,12:45 (20:45),Premier League,Matchweek 18,Fri,Away,L,0,2,Chelsea,35,41589,,4-3-3,Michael Oliver,Match Report,
2014-12-28,15:00 (23:00),Premier League,Matchweek 19,Sun,Home,L,1,2,Arsenal,58,34977,,4-1-2-1-2◆,Niel Swarbrick,Match Report,
2015-01-01,15:00 (23:00),Premier League,Matchweek 20,Thu,Home,D,1,1,West Brom,46,34914,,4-1-2-1-2◆,Jonathan Moss,Match Report,
2015-01-06,19:45 (03:45),FA Cup,Third round,Tue,Away,D,1,1,Everton,,22236,,,Anthony Taylor,Match Report,
2015-01-10,15:00 (23:00),Premier League,Matchweek 21,Sat,Away,D,1,1,Swansea City,39,20745,,5-3-2,Mike Dean,Match Report,
2015-01-13,19:45 (03:45),FA Cup,Third round,Tue,Home,D,2 (9),2 (8),Everton,,25301,,,Niel Swarbrick,Match Report,West Ham won replayed match on penalty kicks following extra time
2015-01-18,13:30 (21:30),Premier League,Matchweek 22,Sun,Home,W,3,0,Hull City,54,34914,,4-2-3-1,Martin Atkinson,Match Report,
2015-01-25,14:00 (22:00),FA Cup,Fourth round,Sun,Away,W,1,0,Bristol City,,12682,,,Lee Mason,Match Report,
2015-01-31,15:00 (23:00),Premier League,Matchweek 23,Sat,Away,L,0,2,Liverpool,34,44718,,4-1-2-1-2◆,Andre Marriner,Match Report,
2015-02-08,16:15 (00:15),Premier League,Matchweek 24,Sun,Home,D,1,1,Manchester Utd,41,34499,,4-1-2-1-2◆,Mark Clattenburg,Match Report,
2015-02-11,19:45 (03:45),Premier League,Matchweek 25,Wed,Away,D,0,0,Southampton,33,31241,,4-3-3,Craig Pawson,Match Report,
2015-02-14,12:45 (20:45),FA Cup,Fifth round,Sat,Away,L,0,4,West Brom,,19956,,,Martin Atkinson,Match Report,
2015-02-22,12:00 (20:00),Premier League,Matchweek 26,Sun,Away,D,2,2,Tottenham,35,35837,,4-3-3,Jonathan Moss,Match Report,
2015-02-28,12:45 (20:45),Premier League,Matchweek 27,Sat,Home,L,1,3,Crystal Palace,66,34857,,4-1-2-1-2◆,Mike Dean,Match Report,
2015-03-04,19:45 (03:45),Premier League,Matchweek 28,Wed,Home,L,0,1,Chelsea,45,34927,,4-1-2-1-2◆,Andre Marriner,Match Report,
2015-03-14,15:00 (23:00),Premier League,Matchweek 29,Sat,Away,L,0,3,Arsenal,32,60002,,4-2-3-1,Chris Foy,Match Report,
2015-03-21,17:30 (01:30),Premier League,Matchweek 30,Sat,Home,W,1,0,Sunderland,54,34914,,4-2-3-1,Lee Mason,Match Report,
2015-04-04,15:00 (22:00),Premier League,Matchweek 31,Sat,Away,L,1,2,Leicester City,50,31863,,4-3-2-1,Mark Clattenburg,Match Report,
2015-04-11,15:00 (22:00),Premier League,Matchweek 32,Sat,Home,D,1,1,Stoke City,35,34946,,4-1-2-1-2◆,Roger East,Match Report,
2015-04-19,13:30 (20:30),Premier League,Matchweek 33,Sun,Away,L,0,2,Manchester City,33,45041,,4-3-3,Anthony Taylor,Match Report,
2015-04-25,15:00 (22:00),Premier League,Matchweek 34,Sat,Away,D,0,0,QPR,46,18036,,4-4-1-1,Mike Jones,Match Report,
2015-05-02,15:00 (22:00),Premier League,Matchweek 35,Sat,Home,W,1,0,Burnley,60,34946,,4-2-3-1,Jonathan Moss,Match Report,
2015-05-09,15:00 (22:00),Premier League,Matchweek 36,Sat,Away,L,0,1,Aston Villa,42,39294,,4-2-3-1,Lee Mason,Match Report,
2015-05-16,15:00 (22:00),Premier League,Matchweek 37,Sat,Home,L,1,2,Everton,45,34977,,4-3-3,Kevin Friend,Match Report,
2015-05-24,15:00 (22:00),Premier League,Matchweek 38,Sun,Away,L,0,2,Newcastle Utd,59,52094,,4-2-3-1,Martin Atkinson,Match Report,
